sent_at_ms	latency_us	delay_since_due_us
1790219143547	56	56
1790219143548	56	56
1790219143549	61	61
1790219143550	56	56
1790219143551	48	48
1790219143552	49	49
1790219143553	50	50
1790219143554	53	53
1790219143555	49	49
1790219143556	49	49
1790219143557	48	48
1790219143558	48	48
1790219143559	47	47
1790219143560	48	48
1790219143561	50	50
1790219143562	49	49
1790219143563	45	45
1790219143564	47	47
1790219143565	46	46
1790219143566	53	53
1790219143567	50	50
1790219143568	49	49
1790219143569	51	51
1790219143570	48	48
1790219143571	51	51
1790219143572	47	47
1790219143573	45	45
1790219143574	48	48
1790219143575	45	45
1790219143576	44	44
1790219143577	48	48
1790219143578	48	48
1790219143579	48	48
1790219143580	47	47
1790219143581	47	47
1790219143582	74	74
1790219143583	46	46
1790219143584	51	51
1790219143585	49	49
1790219143586	49	49
1790219143587	48	48
1790219143588	45	45
1790219143589	44	44
1790219143590	48	48
1790219143591	46	46
1790219143592	45	46
1790219143593	46	46
1790219143594	44	44
1790219143595	51	51
1790219143596	47	47
1790219143597	60	60
1790219143598	53	53
1790219143599	54	54
1790219143600	46	46
1790219143601	48	48
1790219143602	48	48
1790219143603	46	46
1790219143604	45	45
1790219143605	46	46
1790219143606	134	134
1790219143607	48	48
1790219143608	47	47
1790219143609	49	49
1790219143610	47	47
1790219143611	44	44
1790219143612	47	47
1790219143613	47	47
1790219143614	50	50
1790219143615	43	43
1790219143616	46	46
1790219143617	46	46
1790219143618	45	45
1790219143619	48	48
1790219143620	48	48
1790219143621	46	46
1790219143622	48	48
1790219143623	47	47
1790219143624	49	49
1790219143625	47	47
1790219143626	47	47
1790219143627	48	48
1790219143628	50	50
1790219143629	50	50
1790219143630	48	48
1790219143631	47	47
1790219143632	45	45
1790219143633	47	47
1790219143634	47	47
1790219143635	47	47
1790219143636	49	49
1790219143637	47	47
1790219143638	51	51
1790219143639	48	48
1790219143640	50	50
1790219143641	44	44
1790219143642	49	49
1790219143643	49	49
1790219143644	45	45
1790219143645	45	45
1790219143646	46	46
1790219143647	45	45
1790219143648	50	50
1790219143649	45	45
1790219143650	47	47
1790219143651	45	45
1790219143652	45	45
1790219143653	48	48
1790219143654	48	48
1790219143655	46	46
1790219143656	49	49
1790219143657	47	47
1790219143658	47	47
1790219143659	48	48
1790219143660	46	46
1790219143661	46	46
1790219143662	49	49
1790219143663	50	50
1790219143664	48	48
1790219143665	48	48
1790219143666	48	48
1790219143667	48	48
1790219143668	47	47
1790219143669	47	47
1790219143670	50	50
1790219143671	48	48
1790219143672	47	47
1790219143673	43	43
1790219143674	45	45
1790219143675	46	46
1790219143676	50	50
1790219143677	45	45
1790219143678	44	44
1790219143679	45	45
1790219143680	49	49
1790219143681	47	47
1790219143682	48	48
1790219143683	46	46
1790219143684	48	48
1790219143685	47	47
1790219143686	48	48
1790219143687	49	49
1790219143688	50	50
1790219143689	45	45
1790219143690	44	44
1790219143691	49	49
1790219143692	46	46
1790219143693	49	49
1790219143694	45	45
1790219143695	46	46
1790219143696	53	53
1790219143697	48	48
1790219143698	47	47
1790219143699	44	44
1790219143700	42	42
1790219143701	58	58
1790219143702	44	44
1790219143703	51	51
1790219143704	47	47
1790219143705	47	47
1790219143706	45	45
1790219143707	100	100
1790219143708	47	47
1790219143709	48	48
1790219143710	47	47
1790219143711	48	48
1790219143712	45	45
1790219143713	50	50
1790219143714	47	47
1790219143715	53	53
1790219143716	46	46
1790219143717	48	48
1790219143718	44	44
1790219143719	43	44
1790219143720	50	50
1790219143721	48	48
1790219143722	46	46
1790219143723	47	47
1790219143724	45	45
1790219143725	47	47
1790219143726	42	42
1790219143727	46	46
1790219143728	47	47
1790219143729	48	48
1790219143730	48	48
1790219143731	50	50
1790219143732	61	61
1790219143733	87	87
1790219143734	59	59
1790219143735	52	53
1790219143736	52	52
1790219143737	52	52
1790219143738	54	54
1790219143739	76	76
1790219143740	90	90
1790219143741	58	58
1790219143742	49	49
1790219143743	71	71
1790219143744	103	103
1790219143745	58	58
1790219143746	59	59
1790219143747	62	62
1790219143748	48	48
1790219143749	49	49
1790219143750	59	59
1790219143751	53	53
1790219143752	51	51
1790219143753	57	57
1790219143754	56	56
1790219143755	54	54
1790219143756	63	63
1790219143757	152	152
1790219143758	73	73
1790219143759	65	65
1790219143760	59	59
1790219143761	94	94
1790219143762	61	61
1790219143763	52	52
1790219143764	56	56
1790219143765	138	138
1790219143766	60	60
1790219143767	68	68
1790219143768	52	52
1790219143769	89	89
1790219143770	62	62
1790219143771	61	61
1790219143772	72	72
1790219143773	62	62
1790219143774	71	71
1790219143775	53	53
1790219143776	111	112
1790219143777	166	166
1790219143778	51	51
1790219143779	62	62
1790219143780	52	80
1790219143781	80	80
1790219143782	70	70
1790219143783	84	148
1790219143784	76	76
1790219143785	49	49
1790219143786	84	84
1790219143787	82	85
1790219143788	65	65
1790219143789	82	82
1790219143790	60	60
1790219143791	71	71
1790219143792	103	103
1790219143793	101	102
1790219143794	99	99
1790219143795	71	71
1790219143796	66	66
1790219143797	57	57
1790219143798	62	62
1790219143799	56	56
1790219143800	64	64
1790219143801	42	42
1790219143802	94	94
1790219143803	59	62
1790219143804	242	242
1790219143805	219	225
1790219143806	239	239
1790219143807	263	263
1790219143808	330	330
1790219143809	101	101
1790219143810	150	150
1790219143811	102	102
1790219143812	91	91
1790219143813	55	55
1790219143814	79	79
1790219143815	73	73
1790219143816	70	70
1790219143817	63	63
1790219143818	49	49
1790219143819	53	53
1790219143820	55	55
1790219143821	67	67
1790219143822	60	61
1790219143823	57	58
1790219143824	50	50
1790219143825	88	88
1790219143826	74	74
1790219143827	60	60
1790219143828	102	102
1790219143829	60	60
1790219143830	60	60
1790219143831	58	58
1790219143832	58	58
1790219143833	54	54
1790219143834	55	55
1790219143835	37	37
1790219143836	42	42
1790219143837	51	52
1790219143838	111	116
1790219143839	74	74
1790219143840	75	75
1790219143841	84	84
1790219143842	75	75
1790219143843	70	70
1790219143844	81	81
1790219143845	58	58
1790219143846	55	55
1790219143847	48	48
1790219143848	60	60
1790219143849	50	50
1790219143850	51	51
1790219143851	57	57
1790219143852	96	96
1790219143853	59	59
1790219143854	92	92
1790219143855	68	68
1790219143856	59	59
1790219143857	61	61
1790219143858	49	49
1790219143859	85	85
1790219143860	61	61
1790219143861	121	121
1790219143862	56	56
1790219143863	59	59
1790219143864	71	71
1790219143865	77	77
1790219143866	82	82
1790219143867	82	82
1790219143868	57	57
1790219143869	133	155
1790219143870	140	140
1790219143871	87	87
1790219143872	74	74
1790219143873	57	57
1790219143874	51	51
1790219143875	60	60
1790219143876	96	96
1790219143877	104	104
1790219143878	106	106
1790219143879	83	83
1790219143880	74	74
1790219143881	57	57
1790219143882	51	51
1790219143883	56	56
1790219143884	26	26
1790219143885	38288	38288
1790219143923	128	37655
1790219143923	63	36884
1790219143924	54	36056
1790219143924	283	35476
1790219143924	64	34669
1790219143924	83	33891
1790219143925	57	33107
1790219143925	52	32232
1790219143925	25	31378
1790219143925	64	30582
1790219143925	74	29951
1790219143926	48	29082
1790219143926	54	28222
1790219143926	107	27428
1790219143926	53	26626
1790219143926	68	25845
1790219143926	75	24985
1790219143927	48	24110
1790219143927	49	23229
1790219143927	40	22332
1790219143927	58	21457
1790219143927	73	20596
1790219143927	54	19752
1790219143927	59	18871
1790219143927	66	18008
1790219143928	73	17179
1790219143928	63	16326
1790219143928	85	15519
1790219143928	59	14665
1790219143928	55	13797
1790219143928	49	12924
1790219143928	53	12035
1790219143929	51	11148
1790219143929	48	10248
1790219143929	34	9334
1790219143929	50	8440
1790219143929	47	7539
1790219143929	54	6646
1790219143929	49	5754
1790219143929	47	4852
1790219143929	76	4024
1790219143930	57	3153
1790219143930	40	2265
1790219143930	54	1382
1790219143930	69	646
1790219143931	102	102
1790219143932	66	66
1790219143933	59	60
1790219143934	54	54
1790219143935	55	55
1790219143936	62	62
1790219143937	58	58
1790219143938	59	59
1790219143939	57	57
1790219143940	54	54
1790219143941	49	49
1790219143942	56	56
1790219143943	65	65
1790219143944	85	85
1790219143945	53	53
1790219143946	53	53
1790219143947	48	48
1790219143948	56	56
1790219143949	47	47
1790219143950	52	52
1790219143951	47	47
1790219143952	49	49
1790219143953	48	48
1790219143954	54	54
1790219143955	51	51
1790219143956	51	51
1790219143957	51	51
1790219143958	48	48
1790219143959	48	48
1790219143960	67	67
1790219143961	84	84
1790219143962	50	50
1790219143963	48	48
1790219143964	47	47
1790219143965	48	48
1790219143966	47	47
1790219143967	50	50
1790219143968	46	46
1790219143969	52	52
1790219143970	48	48
1790219143971	49	49
1790219143972	48	48
1790219143973	49	49
1790219143974	48	48
1790219143975	49	49
1790219143976	61	61
1790219143977	61	61
1790219143978	48	48
1790219143979	47	47
1790219143980	49	49
1790219143981	54	54
1790219143982	48	48
1790219143983	54	54
1790219143984	47	47
1790219143985	45	45
1790219143986	45	45
1790219143987	48	48
1790219143988	65	65
1790219143989	48	48
1790219143990	47	47
1790219143991	47	47
1790219143992	54	54
1790219143993	49	49
1790219143994	86	86
1790219143995	60	61
1790219143996	47	47
1790219143997	54	54
1790219143998	49	49
1790219143999	50	50
1790219144000	51	51
1790219144001	49	49
1790219144002	50	50
1790219144003	46	46
1790219144004	47	47
1790219144005	52	52
1790219144006	66	66
1790219144007	53	53
1790219144008	52	52
1790219144009	49	49
1790219144010	73	73
1790219144011	69	69
1790219144012	66	66
1790219144013	51	51
1790219144014	45	45
1790219144015	48	48
1790219144016	51	51
1790219144017	57	57
1790219144018	51	51
1790219144019	49	49
1790219144020	47	47
1790219144021	49	49
1790219144022	47	47
1790219144023	50	50
1790219144024	140	140
1790219144025	48	48
1790219144026	72	72
1790219144027	76	76
1790219144028	62	62
1790219144029	52	52
1790219144030	56	56
1790219144031	49	49
1790219144032	49	49
1790219144033	50	50
1790219144034	52	52
1790219144035	50	50
1790219144036	48	48
1790219144037	48	48
1790219144038	47	47
1790219144039	48	48
1790219144040	45	45
1790219144041	46	46
1790219144042	49	49
1790219144043	55	55
1790219144044	82	82
1790219144045	60	60
1790219144046	46	46
1790219144047	47	47
1790219144048	45	46
1790219144049	52	52
1790219144050	51	51
1790219144051	48	48
1790219144052	45	45
1790219144053	51	51
1790219144054	43	43
1790219144055	38	38
1790219144056	56	56
1790219144057	54	54
1790219144058	45	45
1790219144059	64	64
1790219144060	69	69
1790219144061	54	54
1790219144062	52	52
1790219144063	55	55
1790219144064	55	55
1790219144065	53	53
1790219144066	50	50
1790219144067	49	49
1790219144068	47	47
1790219144069	44	44
1790219144070	46	46
1790219144071	51	51
1790219144072	46	46
1790219144073	50	50
1790219144074	47	47
1790219144075	49	49
1790219144076	49	49
1790219144077	83	83
1790219144078	66	66
1790219144079	43	43
1790219144080	60	60
1790219144081	53	53
1790219144082	51	51
1790219144083	44	44
1790219144084	54	54
1790219144085	49	49
1790219144086	46	46
1790219144087	46	46
1790219144088	49	50
1790219144089	54	54
1790219144090	46	46
1790219144091	47	47
1790219144092	54	54
1790219144093	65	65
1790219144094	85	85
1790219144095	58	58
1790219144096	47	47
1790219144097	54	54
1790219144098	48	48
1790219144099	54	54
1790219144100	46	46
1790219144101	57	57
1790219144102	45	45
1790219144103	38	38
1790219144104	53	53
1790219144105	48	48
1790219144106	48	48
1790219144107	55	55
1790219144108	54	54
1790219144109	49	49
1790219144110	67	67
1790219144111	53	53
1790219144112	48	48
1790219144113	46	46
1790219144114	52	52
1790219144115	47	47
1790219144116	50	50
1790219144117	44	44
1790219144118	48	48
1790219144119	46	46
1790219144120	55	55
1790219144121	48	48
1790219144122	52	52
1790219144123	48	48
1790219144124	47	47
1790219144125	142	142
1790219144126	40	40
1790219144127	39	39
1790219144128	47	47
1790219144129	49	49
1790219144130	47	47
1790219144131	51	51
1790219144132	47	47
1790219144133	48	48
1790219144134	54	54
1790219144135	48	48
1790219144136	47	47
1790219144137	49	49
1790219144138	46	46
1790219144139	45	45
1790219144140	48	48
1790219144141	49	49
1790219144142	46	46
1790219144143	62	62
1790219144144	56	56
1790219144145	62	62
1790219144146	46	46
1790219144147	63	63
1790219144148	86	86
1790219144149	64	64
1790219144150	95	95
1790219144151	53	53
1790219144152	40	40
1790219144153	50	50
1790219144154	52	52
1790219144155	59	59
1790219144156	108	108
1790219144157	74	74
1790219144158	58	58
1790219144159	67	67
1790219144160	57	57
1790219144161	53	53
1790219144162	50	50
1790219144163	45	45
1790219144164	55	55
1790219144165	47	47
1790219144166	50	50
1790219144167	50	50
1790219144168	55	55
1790219144169	54	54
1790219144170	48	48
1790219144171	48	48
1790219144172	51	51
1790219144173	45	45
1790219144174	49	49
1790219144175	46	46
1790219144176	56	56
1790219144177	48	48
1790219144178	58	58
1790219144179	49	49
1790219144180	48	48
1790219144181	47	47
1790219144182	47	47
1790219144183	58	58
1790219144184	49	49
1790219144185	54	54
1790219144186	47	47
1790219144187	49	49
1790219144188	54	54
1790219144189	55	55
1790219144190	51	51
1790219144191	45	45
1790219144192	53	53
1790219144193	47	47
1790219144194	45	45
1790219144195	52	52
1790219144196	49	49
1790219144197	55	55
1790219144198	48	48
1790219144199	50	50
1790219144200	46	46
1790219144201	46	46
1790219144202	49	49
1790219144203	47	47
1790219144204	45	45
1790219144205	46	46
1790219144206	45	45
1790219144207	54	54
1790219144208	48	48
1790219144209	48	48
1790219144210	48	48
1790219144211	48	48
1790219144212	50	50
1790219144213	54	54
1790219144214	49	49
1790219144215	47	47
1790219144216	47	47
1790219144217	49	49
1790219144218	49	49
1790219144219	51	51
1790219144220	46	46
1790219144221	45	45
1790219144222	46	46
1790219144223	47	47
1790219144224	63	63
1790219144225	52	52
1790219144226	153	153
1790219144227	56	56
1790219144228	49	49
1790219144229	54	54
1790219144230	47	47
1790219144231	47	47
1790219144232	53	53
1790219144233	49	50
1790219144234	51	51
1790219144235	44	44
1790219144236	49	49
1790219144237	53	53
1790219144238	46	46
1790219144239	49	49
1790219144240	48	48
1790219144241	47	47
1790219144242	52	52
1790219144243	48	48
1790219144244	47	47
1790219144245	45	45
1790219144246	50	50
1790219144247	47	47
1790219144248	45	45
1790219144249	47	47
1790219144250	43	43
1790219144251	46	46
1790219144252	47	47
1790219144253	46	46
1790219144254	48	48
1790219144255	45	45
1790219144256	44	44
1790219144257	54	54
1790219144258	48	48
1790219144259	47	47
1790219144260	50	50
1790219144261	51	51
1790219144262	46	46
1790219144263	45	45
1790219144264	44	44
1790219144265	51	51
1790219144266	48	48
1790219144267	44	44
1790219144268	47	47
1790219144269	49	49
1790219144270	48	48
1790219144271	44	44
1790219144272	46	46
1790219144273	55	55
1790219144274	51	51
1790219144275	45	45
1790219144276	47	47
1790219144277	46	46
1790219144278	43	43
1790219144279	48	48
1790219144280	52	52
1790219144281	45	45
1790219144282	49	49
1790219144283	47	47
1790219144284	50	50
1790219144285	50	50
1790219144286	49	49
1790219144287	46	46
1790219144288	48	48
1790219144289	57	57
1790219144290	47	47
1790219144291	46	46
1790219144292	49	49
1790219144293	49	49
1790219144294	46	46
1790219144295	46	46
1790219144296	46	46
1790219144297	43	43
1790219144298	48	49
1790219144299	44	44
1790219144300	47	47
1790219144301	45	45
1790219144302	45	45
1790219144303	43	43
1790219144304	48	48
1790219144305	47	47
1790219144306	47	47
1790219144307	44	44
1790219144308	53	53
1790219144309	50	50
1790219144310	46	46
1790219144311	47	47
1790219144312	48	48
1790219144313	48	48
1790219144314	48	48
1790219144315	49	49
1790219144316	48	48
1790219144317	50	50
1790219144318	47	47
1790219144319	44	44
1790219144320	54	54
1790219144321	45	45
1790219144322	49	49
1790219144323	45	45
1790219144324	45	45
1790219144325	46	46
1790219144326	45	45
1790219144327	105	105
1790219144328	49	49
1790219144329	44	44
1790219144330	47	47
1790219144331	46	46
1790219144332	49	49
1790219144333	45	45
1790219144334	48	48
1790219144335	48	48
1790219144336	49	49
1790219144337	48	48
1790219144338	48	48
1790219144339	66	66
1790219144340	47	47
1790219144341	44	44
1790219144342	43	43
1790219144343	48	48
1790219144344	47	47
1790219144345	48	48
1790219144346	47	47
1790219144347	45	45
1790219144348	48	48
1790219144349	44	44
1790219144350	43	43
1790219144351	50	50
1790219144352	45	45
1790219144353	42	42
1790219144354	50	50
1790219144355	46	46
1790219144356	50	50
1790219144357	49	49
1790219144358	45	45
1790219144359	53	53
1790219144360	48	48
1790219144361	47	47
1790219144362	47	47
1790219144363	49	49
1790219144364	45	45
1790219144365	58	58
1790219144366	43	43
1790219144367	48	48
1790219144368	45	45
1790219144369	45	45
1790219144370	47	47
1790219144371	48	48
1790219144372	45	45
1790219144373	48	48
1790219144374	48	48
1790219144375	46	46
1790219144376	47	47
1790219144377	46	46
1790219144378	45	45
1790219144379	50	50
1790219144380	50	50
1790219144381	50	50
1790219144382	44	44
1790219144383	48	48
1790219144384	47	47
1790219144385	45	45
1790219144386	44	44
1790219144387	46	46
1790219144388	47	47
1790219144389	49	49
1790219144390	41	41
1790219144391	47	47
1790219144392	44	44
1790219144393	47	47
1790219144394	48	48
1790219144395	46	46
1790219144396	47	47
1790219144397	49	49
1790219144398	47	47
1790219144399	43	43
1790219144400	48	48
1790219144401	46	46
1790219144402	48	48
1790219144403	50	50
1790219144404	52	52
1790219144405	47	47
1790219144406	55	55
1790219144407	48	48
1790219144408	49	49
1790219144409	45	45
1790219144410	44	44
1790219144411	45	45
1790219144412	47	47
1790219144413	48	48
1790219144414	48	48
1790219144415	46	46
1790219144416	48	48
1790219144417	48	48
1790219144418	46	46
1790219144419	47	47
1790219144420	47	47
1790219144421	46	46
1790219144422	49	49
1790219144423	43	43
1790219144424	46	46
1790219144425	46	46
1790219144426	50	50
1790219144427	46	46
1790219144428	113	113
1790219144429	50	50
1790219144430	45	45
1790219144431	46	46
1790219144432	49	49
1790219144433	45	45
1790219144434	49	49
1790219144435	46	46
1790219144436	48	48
1790219144437	49	49
1790219144438	48	48
1790219144439	46	46
1790219144440	47	47
1790219144441	44	44
1790219144442	47	47
1790219144443	49	49
1790219144444	60	60
1790219144445	52	52
1790219144446	46	46
1790219144447	44	44
1790219144448	47	47
1790219144449	44	44
1790219144450	47	47
1790219144451	45	45
1790219144452	49	49
1790219144453	45	45
1790219144454	51	51
1790219144455	48	48
1790219144456	49	49
1790219144457	47	47
1790219144458	49	49
1790219144459	48	48
1790219144460	46	46
1790219144461	45	45
1790219144462	45	45
1790219144463	45	45
1790219144464	49	50
1790219144465	46	46
1790219144466	46	46
1790219144467	47	47
1790219144468	46	46
1790219144469	44	44
1790219144470	46	46
1790219144471	46	46
1790219144472	45	45
1790219144473	43	43
1790219144474	45	45
1790219144475	48	48
1790219144476	45	45
1790219144477	81	81
1790219144478	64	64
1790219144479	54	54
1790219144480	48	48
1790219144481	56	56
1790219144482	50	50
1790219144483	50	50
1790219144484	59	59
1790219144485	65	65
1790219144486	58	58
1790219144487	52	52
1790219144488	47	47
1790219144489	53	53
1790219144490	49	49
1790219144491	47	47
1790219144492	48	49
1790219144493	46	46
1790219144494	46	46
1790219144495	49	49
1790219144496	46	46
1790219144497	53	53
1790219144498	45	45
1790219144499	49	49
1790219144500	51	51
1790219144501	54	54
1790219144502	57	57
1790219144503	58	58
1790219144504	48	48
1790219144505	47	47
1790219144506	47	47
1790219144507	46	46
1790219144508	46	46
1790219144509	50	50
1790219144510	45	45
1790219144511	48	48
1790219144512	50	50
1790219144513	47	47
1790219144514	45	45
1790219144515	47	47
1790219144516	46	46
1790219144517	49	49
1790219144518	51	51
1790219144519	62	62
1790219144520	44	44
1790219144521	49	49
1790219144522	46	46
1790219144523	42	43
1790219144524	48	48
1790219144525	51	51
1790219144526	47	47
1790219144527	48	48
1790219144528	47	47
1790219144529	126	126
1790219144530	49	49
1790219144531	47	47
1790219144532	48	48
1790219144533	51	51
1790219144534	51	51
1790219144535	49	49
1790219144536	48	48
1790219144537	45	45
1790219144538	50	50
1790219144539	47	47
1790219144540	52	52
1790219144541	46	46
1790219144542	51	51
1790219144543	47	47
1790219144544	50	50
1790219144545	48	48
1790219144546	48	48
1790219144547	44	44
1790219144548	50	50
1790219144549	54	54
1790219144550	50	50
1790219144551	49	49
1790219144552	45	45
1790219144553	48	48
1790219144554	46	46
1790219144555	48	48
1790219144556	47	47
1790219144557	45	45
1790219144558	43	43
1790219144559	55	55
1790219144560	47	47
1790219144561	51	51
1790219144562	53	53
1790219144563	44	44
1790219144564	47	47
1790219144565	44	44
1790219144566	44	44
1790219144567	45	45
1790219144568	45	45
1790219144569	44	44
1790219144570	45	45
1790219144571	45	45
1790219144572	50	50
1790219144573	48	48
1790219144574	47	47
1790219144575	47	47
1790219144576	50	50
1790219144577	46	46
1790219144578	47	47
1790219144579	47	47
1790219144580	48	48
1790219144581	50	50
1790219144582	47	47
1790219144583	47	47
1790219144584	48	48
1790219144585	46	46
1790219144586	47	47
1790219144587	48	48
1790219144588	46	46
1790219144589	48	48
1790219144590	46	46
1790219144591	41	41
1790219144592	49	49
1790219144593	46	46
1790219144594	48	48
1790219144595	49	49
1790219144596	47	47
1790219144597	61	61
1790219144598	62	62
1790219144599	65	65
1790219144600	47	47
1790219144601	53	53
1790219144602	48	48
1790219144603	47	47
1790219144604	46	46
1790219144605	53	53
1790219144606	45	45
1790219144607	49	49
1790219144608	45	45
1790219144609	48	48
1790219144610	47	47
1790219144611	47	47
1790219144612	51	51
1790219144613	48	48
1790219144614	47	47
1790219144615	48	48
1790219144616	48	48
1790219144617	50	50
1790219144618	45	45
1790219144619	45	45
1790219144620	50	50
1790219144621	48	48
1790219144622	48	48
1790219144623	48	48
1790219144624	44	44
1790219144625	46	46
1790219144626	46	46
1790219144627	46	46
1790219144628	47	47
1790219144629	49	49
1790219144630	119	119
1790219144631	51	51
1790219144632	47	47
1790219144633	48	48
1790219144634	48	48
1790219144635	45	45
1790219144636	47	47
1790219144637	49	49
1790219144638	47	47
1790219144639	48	48
1790219144640	45	45
1790219144641	44	44
1790219144642	47	47
1790219144643	46	46
1790219144644	51	51
1790219144645	52	52
1790219144646	47	47
1790219144647	52	52
1790219144648	46	46
1790219144649	44	44
1790219144650	47	47
1790219144651	45	45
1790219144652	45	45
1790219144653	47	47
1790219144654	46	46
1790219144655	48	48
1790219144656	47	47
1790219144657	46	46
1790219144658	47	47
1790219144659	47	47
1790219144660	45	45
1790219144661	45	45
1790219144662	50	50
1790219144663	45	45
1790219144664	49	49
1790219144665	47	47
1790219144666	47	47
1790219144667	44	44
1790219144668	48	48
1790219144669	47	47
1790219144670	50	50
1790219144671	48	55
1790219144672	48	48
1790219144673	46	46
1790219144674	46	46
1790219144675	44	44
1790219144676	45	45
1790219144677	48	48
1790219144678	49	49
1790219144679	45	45
1790219144680	46	46
1790219144681	43	43
1790219144682	44	44
1790219144683	44	44
1790219144684	46	46
1790219144685	44	44
1790219144686	44	44
1790219144687	48	48
1790219144688	42	42
1790219144689	48	48
1790219144690	47	47
1790219144691	41	41
1790219144692	46	46
1790219144693	49	49
1790219144694	47	47
1790219144695	51	51
1790219144696	47	47
1790219144697	43	43
1790219144698	42	43
1790219144699	43	43
1790219144700	46	46
1790219144701	48	48
1790219144702	47	47
1790219144703	45	45
1790219144704	48	48
1790219144705	46	46
1790219144706	48	48
1790219144707	47	47
1790219144708	47	47
1790219144709	48	48
1790219144710	44	44
1790219144711	43	43
1790219144712	47	47
1790219144713	48	48
1790219144714	47	47
1790219144715	47	47
1790219144716	49	49
1790219144717	48	48
1790219144718	45	45
1790219144719	44	45
1790219144720	45	45
1790219144721	45	45
1790219144722	42	42
1790219144723	47	47
1790219144724	43	43
1790219144725	48	48
1790219144726	46	46
1790219144727	51	51
1790219144728	47	47
1790219144729	45	45
1790219144730	42	42
1790219144731	104	104
1790219144732	46	46
1790219144733	46	46
1790219144734	48	49
1790219144735	46	46
1790219144736	47	47
1790219144737	50	50
1790219144738	48	48
1790219144739	47	47
1790219144740	44	44
1790219144741	49	49
1790219144742	46	46
1790219144743	45	46
1790219144744	44	44
1790219144745	48	48
1790219144746	47	47
1790219144747	48	48
1790219144748	46	46
1790219144749	50	50
1790219144750	46	46
1790219144751	49	49
1790219144752	46	46
1790219144753	46	46
1790219144754	47	47
1790219144755	46	46
1790219144756	47	47
1790219144757	47	47
1790219144758	43	43
1790219144759	47	47
1790219144760	46	46
1790219144761	47	47
1790219144762	50	50
1790219144763	45	45
1790219144764	45	45
1790219144765	78	78
1790219144766	54	54
1790219144767	48	48
1790219144768	48	48
1790219144769	53	53
1790219144770	48	48
1790219144771	62	62
1790219144772	44	44
1790219144773	50	50
1790219144774	46	46
1790219144775	49	49
1790219144776	48	48
1790219144777	46	46
1790219144778	48	48
1790219144779	45	45
1790219144780	47	47
1790219144781	47	47
1790219144782	45	45
1790219144783	44	44
1790219144784	49	49
1790219144785	47	47
1790219144786	48	48
1790219144787	47	47
1790219144788	47	47
1790219144789	56	57
1790219144790	48	48
1790219144791	47	47
1790219144792	46	46
1790219144793	47	47
1790219144794	46	46
1790219144795	47	47
1790219144796	63	63
1790219144797	49	49
1790219144798	47	47
1790219144799	50	50
1790219144800	46	46
1790219144801	48	48
1790219144802	47	47
1790219144803	46	49
1790219144804	45	45
1790219144805	46	46
1790219144806	48	48
1790219144807	48	48
1790219144808	48	48
1790219144809	49	49
1790219144810	48	48
1790219144811	47	47
1790219144812	47	47
1790219144813	45	45
1790219144814	51	51
1790219144815	44	44
1790219144816	46	46
1790219144817	44	44
1790219144818	46	46
1790219144819	49	49
1790219144820	48	48
1790219144821	48	48
1790219144822	49	49
1790219144823	47	47
1790219144824	48	48
1790219144825	46	46
1790219144826	47	47
1790219144827	45	45
1790219144828	46	46
1790219144829	44	44
1790219144830	45	45
1790219144831	49	49
1790219144832	111	111
1790219144833	44	44
1790219144834	50	50
1790219144835	47	47
1790219144836	48	48
1790219144837	47	47
1790219144838	51	51
1790219144839	43	43
1790219144840	47	47
1790219144841	44	44
1790219144842	45	45
1790219144843	47	47
1790219144844	47	47
1790219144845	47	47
1790219144846	50	50
1790219144847	49	49
1790219144848	48	48
1790219144849	45	45
1790219144850	47	47
1790219144851	48	48
1790219144852	46	46
1790219144853	47	47
1790219144854	47	47
1790219144855	47	47
1790219144856	46	46
1790219144857	47	47
1790219144858	50	50
1790219144859	47	47
1790219144860	45	45
1790219144861	45	45
1790219144862	48	48
1790219144863	47	47
1790219144864	50	50
1790219144865	42	42
1790219144866	45	45
1790219144867	44	44
1790219144868	45	45
1790219144869	47	47
1790219144870	49	49
1790219144871	48	48
1790219144872	48	48
1790219144873	42	42
1790219144874	41	41
1790219144875	50	50
1790219144876	45	45
1790219144877	44	44
1790219144878	44	44
1790219144879	45	45
1790219144880	50	50
1790219144881	47	47
1790219144882	46	46
1790219144883	46	46
1790219144884	44	44
1790219144885	47	47
1790219144886	48	48
1790219144887	49	49
1790219144888	47	47
1790219144889	48	48
1790219144890	45	45
1790219144891	46	46
1790219144892	47	47
1790219144893	52	52
1790219144894	46	46
1790219144895	52	52
1790219144896	46	46
1790219144897	49	49
1790219144898	44	44
1790219144899	49	49
1790219144900	47	47
1790219144901	47	47
1790219144902	47	47
1790219144903	50	50
1790219144904	46	46
1790219144905	47	47
1790219144906	50	50
1790219144907	48	48
1790219144908	38	38
1790219144909	48	48
1790219144910	49	49
1790219144911	48	48
1790219144912	48	48
1790219144913	48	48
1790219144914	48	48
1790219144915	49	49
1790219144916	44	44
1790219144917	47	47
1790219144918	45	45
1790219144919	49	49
1790219144920	48	48
1790219144921	48	48
1790219144922	47	47
1790219144923	49	49
1790219144924	50	50
1790219144925	46	46
1790219144926	49	49
1790219144927	47	48
1790219144928	45	45
1790219144929	49	49
1790219144930	48	48
1790219144931	47	47
1790219144932	48	48
1790219144933	96	96
1790219144934	61	61
1790219144935	47	47
1790219144936	47	47
1790219144937	47	48
1790219144938	47	47
1790219144939	48	48
