sent_at_ms	latency_us	delay_since_due_us
1790219185182	47	47
1790219185183	48	48
1790219185184	46	46
1790219185185	48	48
1790219185186	47	47
1790219185187	48	48
1790219185188	47	47
1790219185189	47	47
1790219185190	46	46
1790219185191	44	44
1790219185192	47	47
1790219185193	44	44
1790219185194	49	49
1790219185195	48	48
1790219185196	50	50
1790219185197	48	48
1790219185198	47	47
1790219185199	48	48
1790219185200	43	43
1790219185201	48	48
1790219185202	47	47
1790219185203	49	49
1790219185204	46	46
1790219185205	44	44
1790219185206	46	46
1790219185207	45	45
1790219185208	47	47
1790219185209	45	45
1790219185210	46	46
1790219185211	44	44
1790219185212	47	47
1790219185213	50	50
1790219185214	47	47
1790219185215	48	48
1790219185216	48	48
1790219185217	48	48
1790219185218	46	46
1790219185219	44	44
1790219185220	47	47
1790219185221	47	47
1790219185222	47	47
1790219185223	50	50
1790219185224	48	48
1790219185225	47	47
1790219185226	48	48
1790219185227	48	48
1790219185228	49	49
1790219185229	48	48
1790219185230	41	41
1790219185231	46	46
1790219185232	50	50
1790219185233	63	63
1790219185234	54	54
1790219185235	46	46
1790219185236	48	48
1790219185237	48	48
1790219185238	49	49
1790219185239	63	63
1790219185240	46	46
1790219185241	47	47
1790219185242	47	47
1790219185243	46	46
1790219185244	47	47
1790219185245	55	55
1790219185246	46	46
1790219185247	119	119
1790219185248	48	48
1790219185249	43	43
1790219185250	47	47
1790219185251	48	48
1790219185252	47	48
1790219185253	49	49
1790219185254	45	45
1790219185255	45	45
1790219185256	46	46
1790219185257	50	50
1790219185258	45	45
1790219185259	48	48
1790219185260	45	45
1790219185261	47	47
1790219185262	45	45
1790219185263	46	46
1790219185264	49	49
1790219185265	42	42
1790219185266	49	49
1790219185267	47	47
1790219185268	43	43
1790219185269	48	48
1790219185270	46	46
1790219185271	46	46
1790219185272	45	45
1790219185273	46	46
1790219185274	48	48
1790219185275	47	47
1790219185276	46	46
1790219185277	51	51
1790219185278	49	49
1790219185279	50	50
1790219185280	48	48
1790219185281	51	51
1790219185282	50	50
1790219185283	47	47
1790219185284	49	49
1790219185285	49	49
1790219185286	47	47
1790219185287	51	51
1790219185288	47	47
1790219185289	48	48
1790219185290	45	45
1790219185291	46	46
1790219185292	46	46
1790219185293	47	47
1790219185294	47	47
1790219185295	50	50
1790219185296	45	45
1790219185297	55	55
1790219185298	47	47
1790219185299	48	48
1790219185300	44	44
1790219185301	48	48
1790219185302	47	47
1790219185303	49	49
1790219185304	44	44
1790219185305	45	45
1790219185306	46	46
1790219185307	44	44
1790219185308	42	42
1790219185309	48	48
1790219185310	44	44
1790219185311	47	47
1790219185312	41	41
1790219185313	47	47
1790219185314	47	47
1790219185315	48	48
1790219185316	47	47
1790219185317	51	51
1790219185318	45	45
1790219185319	44	44
1790219185320	46	46
1790219185321	45	45
1790219185322	44	44
1790219185323	55	55
1790219185324	47	47
1790219185325	49	49
1790219185326	48	48
1790219185327	49	49
1790219185328	48	48
1790219185329	46	46
1790219185330	46	46
1790219185331	48	48
1790219185332	45	45
1790219185333	48	48
1790219185334	46	46
1790219185335	48	48
1790219185336	45	45
1790219185337	45	45
1790219185338	44	44
1790219185339	47	47
1790219185340	45	45
1790219185341	48	48
1790219185342	50	50
1790219185343	46	46
1790219185344	44	44
1790219185345	46	46
1790219185346	44	44
1790219185347	49	49
1790219185348	102	102
1790219185349	48	48
1790219185350	44	44
1790219185351	47	47
1790219185352	50	50
1790219185353	54	54
1790219185354	45	45
1790219185355	45	45
1790219185356	43	43
1790219185357	47	47
1790219185358	49	49
1790219185359	47	47
1790219185360	45	45
1790219185361	50	50
1790219185362	44	44
1790219185363	48	48
1790219185364	50	50
1790219185365	49	49
1790219185366	43	43
1790219185367	45	45
1790219185368	45	45
1790219185369	49	49
1790219185370	48	48
1790219185371	47	47
1790219185372	48	48
1790219185373	48	48
1790219185374	51	51
1790219185375	46	46
1790219185376	48	48
1790219185377	47	47
1790219185378	48	48
1790219185379	45	45
1790219185380	49	49
1790219185381	48	48
1790219185382	48	48
1790219185383	44	44
1790219185384	48	48
1790219185385	48	48
1790219185386	47	47
1790219185387	47	47
1790219185388	47	47
1790219185389	51	51
1790219185390	48	48
1790219185391	46	46
1790219185392	48	48
1790219185393	48	48
1790219185394	48	48
1790219185395	50	50
1790219185396	46	46
1790219185397	48	48
1790219185398	48	48
1790219185399	48	48
1790219185400	47	47
1790219185401	47	47
1790219185402	48	48
1790219185403	47	47
1790219185404	46	46
1790219185405	48	48
1790219185406	49	49
1790219185407	48	48
1790219185408	49	49
1790219185409	43	43
1790219185410	46	46
1790219185411	46	46
1790219185412	48	48
1790219185413	48	48
1790219185414	47	47
1790219185415	47	47
1790219185416	46	46
1790219185417	48	48
1790219185418	46	46
1790219185419	47	47
1790219185420	49	49
1790219185421	46	46
1790219185422	48	48
1790219185423	48	48
1790219185424	48	48
1790219185425	47	47
1790219185426	48	48
1790219185427	47	47
1790219185428	48	48
1790219185429	48	48
1790219185430	47	47
1790219185431	49	49
1790219185432	48	48
1790219185433	44	44
1790219185434	44	44
1790219185435	44	44
1790219185436	46	46
1790219185437	49	49
1790219185438	46	46
1790219185439	47	47
1790219185440	45	45
1790219185441	47	47
1790219185442	46	46
1790219185443	48	48
1790219185444	45	45
1790219185445	48	48
1790219185446	47	47
1790219185447	50	50
1790219185448	48	48
1790219185449	94	94
1790219185450	47	47
1790219185451	45	45
1790219185452	45	45
1790219185453	50	50
1790219185454	44	44
1790219185455	47	47
1790219185456	44	44
1790219185457	50	50
1790219185458	47	47
1790219185459	50	50
1790219185460	46	46
1790219185461	49	49
1790219185462	51	51
1790219185463	48	48
1790219185464	48	48
1790219185465	48	48
1790219185466	48	48
1790219185467	49	49
1790219185468	44	44
1790219185469	49	49
1790219185470	45	45
1790219185471	46	46
1790219185472	45	45
1790219185473	52	56
1790219185474	49	56
1790219185475	47	47
1790219185476	47	47
1790219185477	49	49
1790219185478	47	47
1790219185479	46	46
1790219185480	45	45
1790219185481	50	50
1790219185482	47	47
1790219185483	51	51
1790219185484	45	45
1790219185485	49	49
1790219185486	45	45
1790219185487	43	43
1790219185488	48	48
1790219185489	49	49
1790219185490	50	50
1790219185491	48	48
1790219185492	54	54
1790219185493	49	49
1790219185494	46	46
1790219185495	49	49
1790219185496	45	45
1790219185497	50	50
1790219185498	48	48
1790219185499	49	49
1790219185500	51	51
1790219185501	48	48
1790219185502	44	44
1790219185503	49	49
1790219185504	44	44
1790219185505	45	45
1790219185506	44	44
1790219185507	45	45
1790219185508	45	45
1790219185509	47	47
1790219185510	41	41
1790219185511	44	44
1790219185512	43	43
1790219185513	47	47
1790219185514	44	44
1790219185515	48	48
1790219185516	46	46
1790219185517	50	50
1790219185518	48	48
1790219185519	45	45
1790219185520	47	47
1790219185521	46	46
1790219185522	47	47
1790219185523	44	44
1790219185524	45	45
1790219185525	58	58
1790219185526	44	44
1790219185527	50	50
1790219185528	46	46
1790219185529	47	47
1790219185530	45	45
1790219185531	48	48
1790219185532	48	48
1790219185533	47	47
1790219185534	47	47
1790219185535	44	44
1790219185536	48	48
1790219185537	50	50
1790219185538	46	46
1790219185539	45	45
1790219185540	54	54
1790219185541	50	50
1790219185542	49	49
1790219185543	50	50
1790219185544	49	49
1790219185545	49	49
1790219185546	56	56
1790219185547	49	49
1790219185548	47	47
1790219185549	51	51
1790219185550	99	99
1790219185551	47	47
1790219185552	48	48
1790219185553	49	49
1790219185554	48	48
1790219185555	48	48
1790219185556	46	46
1790219185557	44	44
1790219185558	50	50
1790219185559	45	46
1790219185560	50	50
1790219185561	46	46
1790219185562	47	47
1790219185563	48	48
1790219185564	51	51
1790219185565	51	51
1790219185566	49	49
1790219185567	43	43
1790219185568	50	50
1790219185569	46	46
1790219185570	49	49
1790219185571	45	45
1790219185572	47	47
1790219185573	47	47
1790219185574	49	49
1790219185575	49	49
1790219185576	48	48
1790219185577	48	48
1790219185578	52	52
1790219185579	52	52
1790219185580	49	49
1790219185581	47	47
1790219185582	51	51
1790219185583	47	47
1790219185584	50	50
1790219185585	49	49
1790219185586	50	50
1790219185587	47	47
1790219185588	46	46
1790219185589	47	47
1790219185590	48	48
1790219185591	48	48
1790219185592	49	49
1790219185593	51	51
1790219185594	46	46
1790219185595	47	47
1790219185596	44	44
1790219185597	45	45
1790219185598	45	45
1790219185599	46	46
1790219185600	49	49
1790219185601	90	90
1790219185602	56	56
1790219185603	60	60
1790219185604	49	49
1790219185605	48	48
1790219185606	51	51
1790219185607	58	58
1790219185608	51	57
1790219185609	47	47
1790219185610	46	46
1790219185611	50	50
1790219185612	49	49
1790219185613	52	52
1790219185614	66	66
1790219185615	51	51
1790219185616	50	50
1790219185617	58	58
1790219185618	47	47
1790219185619	44	44
1790219185620	48	48
1790219185621	47	47
1790219185622	44	44
1790219185623	49	49
1790219185624	44	44
1790219185625	47	47
1790219185626	44	44
1790219185627	49	49
1790219185628	53	53
1790219185629	60	60
1790219185630	63	63
1790219185631	59	59
1790219185632	54	54
1790219185633	53	53
1790219185634	48	48
1790219185635	48	48
1790219185636	46	46
1790219185637	56	56
1790219185638	49	49
1790219185639	47	47
1790219185640	52	52
1790219185641	49	49
1790219185642	49	49
1790219185643	49	49
1790219185644	49	49
1790219185645	50	50
1790219185646	46	46
1790219185647	49	49
1790219185648	47	47
1790219185649	47	47
1790219185650	44	44
1790219185651	140	140
1790219185652	46	46
1790219185653	47	47
1790219185654	48	48
1790219185655	46	46
1790219185656	47	47
1790219185657	51	51
1790219185658	47	47
1790219185659	49	49
1790219185660	46	46
1790219185661	50	50
1790219185662	51	51
1790219185663	47	47
1790219185664	45	45
1790219185665	50	50
1790219185666	47	47
1790219185667	52	52
1790219185668	46	46
1790219185669	48	48
1790219185670	47	47
1790219185671	47	47
1790219185672	44	44
1790219185673	44	44
1790219185674	47	47
1790219185675	46	46
1790219185676	44	44
1790219185677	48	48
1790219185678	48	48
1790219185679	53	53
1790219185680	47	47
1790219185681	49	49
1790219185682	45	45
1790219185683	47	47
1790219185684	43	43
1790219185685	47	47
1790219185686	44	44
1790219185687	50	50
1790219185688	42	42
1790219185689	46	46
1790219185690	49	49
1790219185691	48	48
1790219185692	47	47
1790219185693	44	44
1790219185694	45	45
1790219185695	48	48
1790219185696	48	48
1790219185697	51	51
1790219185698	48	48
1790219185699	47	47
1790219185700	48	48
1790219185701	51	51
1790219185702	43	43
1790219185703	50	50
1790219185704	46	46
1790219185705	45	45
1790219185706	43	43
1790219185707	47	47
1790219185708	46	46
1790219185709	48	48
1790219185710	46	46
1790219185711	47	47
1790219185712	49	49
1790219185713	45	45
1790219185714	46	46
1790219185715	67	67
1790219185716	56	56
1790219185717	50	50
1790219185718	48	48
1790219185719	53	53
1790219185720	47	47
1790219185721	49	49
1790219185722	47	47
1790219185723	46	46
1790219185724	48	48
1790219185725	50	50
1790219185726	45	45
1790219185727	55	55
1790219185728	48	48
1790219185729	47	47
1790219185730	49	49
1790219185731	45	45
1790219185732	47	47
1790219185733	48	48
1790219185734	46	46
1790219185735	48	48
1790219185736	46	46
1790219185737	184	184
1790219185738	82	82
1790219185739	84	84
1790219185740	59	59
1790219185741	59	59
1790219185742	48	48
1790219185743	51	51
1790219185744	55	55
1790219185745	44	44
1790219185746	54	54
1790219185747	76	76
1790219185748	103	104
1790219185749	51	51
1790219185750	55	55
1790219185751	60	60
1790219185752	134	134
1790219185753	49	49
1790219185754	54	54
1790219185755	46	46
1790219185756	46	46
1790219185757	49	49
1790219185758	42	42
1790219185759	47	47
1790219185760	47	47
1790219185761	49	49
1790219185762	47	47
1790219185763	50	50
1790219185764	47	47
1790219185765	45	45
1790219185766	47	47
1790219185767	49	49
1790219185768	90	91
1790219185769	45	45
1790219185770	51	51
1790219185771	47	47
1790219185772	49	49
1790219185773	50	50
1790219185774	44	44
1790219185775	48	48
1790219185776	47	47
1790219185777	48	48
1790219185778	48	48
1790219185779	49	49
1790219185780	46	46
1790219185781	47	47
1790219185782	46	46
1790219185783	52	52
1790219185784	50	50
1790219185785	46	46
1790219185786	46	46
1790219185787	52	52
1790219185788	46	46
1790219185789	49	49
1790219185790	45	45
1790219185791	49	49
1790219185792	47	47
1790219185793	48	48
1790219185794	50	50
1790219185795	50	50
1790219185796	47	47
1790219185797	52	52
1790219185798	45	45
1790219185799	72	72
1790219185800	62	62
1790219185801	55	55
1790219185802	75	75
1790219185803	70	70
1790219185804	50	50
1790219185805	50	50
1790219185806	45	45
1790219185807	46	46
1790219185808	45	45
1790219185809	55	55
1790219185810	48	48
1790219185811	50	50
1790219185812	52	52
1790219185813	55	56
1790219185814	59	59
1790219185815	60	60
1790219185816	92	93
1790219185817	62	62
1790219185818	98	98
1790219185819	63	63
1790219185820	44	44
1790219185821	64	64
1790219185822	37	37
1790219185823	33	33
1790219185824	45	45
1790219185825	54	54
1790219185826	44	44
1790219185827	45	45
1790219185828	103	103
1790219185829	59	59
1790219185830	65	65
1790219185831	53	53
1790219185832	49	49
1790219185833	66	66
1790219185834	84	84
1790219185835	56	56
1790219185836	51	51
1790219185837	45	45
1790219185838	48	48
1790219185839	45	45
1790219185840	78	78
1790219185841	53	53
1790219185842	72	72
1790219185843	78	78
1790219185844	64	64
1790219185845	53	53
1790219185846	47	47
1790219185847	51	51
1790219185848	60	60
1790219185849	49	49
1790219185850	49	49
1790219185851	66	66
1790219185852	45	45
1790219185853	150	150
1790219185854	55	55
1790219185855	53	53
1790219185856	48	48
1790219185857	49	49
1790219185858	47	47
1790219185859	44	44
1790219185860	53	53
1790219185861	47	47
1790219185862	44	44
1790219185863	47	47
1790219185864	57	57
1790219185865	53	53
1790219185866	49	49
1790219185867	68	68
1790219185868	80	80
1790219185869	60	60
1790219185870	50	50
1790219185871	50	50
1790219185872	50	50
1790219185873	59	59
1790219185874	47	47
1790219185875	47	47
1790219185876	48	48
1790219185877	48	48
1790219185878	50	50
1790219185879	45	45
1790219185880	45	45
1790219185881	45	45
1790219185882	45	45
1790219185883	47	47
1790219185884	48	48
1790219185885	46	46
1790219185886	49	49
1790219185887	47	47
1790219185888	44	44
1790219185889	51	51
1790219185890	45	45
1790219185891	50	50
1790219185892	52	52
1790219185893	44	44
1790219185894	48	48
1790219185895	47	47
1790219185896	46	46
1790219185897	49	49
1790219185898	46	46
1790219185899	47	47
1790219185900	70	70
1790219185901	68	68
1790219185902	60	60
1790219185903	69	69
1790219185904	48	48
1790219185905	45	45
1790219185906	50	50
1790219185907	49	49
1790219185908	48	48
1790219185909	48	48
1790219185910	48	48
1790219185911	45	45
1790219185912	47	47
1790219185913	52	52
1790219185914	45	45
1790219185915	68	68
1790219185916	75	75
1790219185917	52	52
1790219185918	54	54
1790219185919	77	77
1790219185920	56	56
1790219185921	97	97
1790219185922	55	55
1790219185923	55	55
1790219185924	47	47
1790219185925	45	45
1790219185926	51	51
1790219185927	48	48
1790219185928	62	62
1790219185929	177	177
1790219185930	85	85
1790219185931	53	53
1790219185932	53	53
1790219185933	70	70
1790219185934	48	48
1790219185935	60	60
1790219185936	51	51
1790219185937	51	51
1790219185938	54	54
1790219185939	50	50
1790219185940	57	57
1790219185941	53	53
1790219185942	46	46
1790219185943	47	47
1790219185944	47	47
1790219185945	47	47
1790219185946	45	45
1790219185947	47	47
1790219185948	49	49
1790219185949	51	51
1790219185950	48	48
1790219185951	47	47
1790219185952	45	45
1790219185953	47	47
1790219185954	145	145
1790219185955	47	47
1790219185956	50	50
1790219185957	50	50
1790219185958	47	47
1790219185959	47	47
1790219185960	43	43
1790219185961	52	52
1790219185962	45	45
1790219185963	55	55
1790219185964	48	48
1790219185965	44	44
1790219185966	47	47
1790219185967	48	48
1790219185968	49	49
1790219185969	48	48
1790219185970	47	47
1790219185971	47	47
1790219185972	53	53
1790219185973	48	48
1790219185974	48	48
1790219185975	52	52
1790219185976	42	42
1790219185977	48	48
1790219185978	55	55
1790219185979	47	47
1790219185980	49	49
1790219185981	48	48
1790219185982	49	49
1790219185983	59	59
1790219185984	63	63
1790219185985	54	54
1790219185986	53	53
1790219185987	58	58
1790219185988	50	50
1790219185989	46	46
1790219185990	50	50
1790219185991	49	49
1790219185992	48	48
1790219185993	46	46
1790219185994	50	50
1790219185995	60	60
1790219185996	72	72
1790219185997	54	54
1790219185998	49	49
1790219185999	155	155
1790219186000	75	75
1790219186001	54	54
1790219186002	87	87
1790219186003	72	72
1790219186004	60	61
1790219186005	58	58
1790219186006	57	57
1790219186007	52	52
1790219186008	55	55
1790219186009	65	65
1790219186010	57	57
1790219186011	52	52
1790219186012	83	83
1790219186013	93	93
1790219186014	87	87
1790219186015	58	58
1790219186016	55	55
1790219186017	97	97
1790219186018	73	73
1790219186019	78	78
1790219186020	64	64
1790219186021	67	67
1790219186022	67	67
1790219186023	55	55
1790219186024	42	42
1790219186025	50	50
1790219186026	60	60
1790219186027	57	57
1790219186028	62	62
1790219186029	72	72
1790219186030	68	68
1790219186031	108	108
1790219186032	67	67
1790219186033	76	76
1790219186034	76	76
1790219186035	58	58
1790219186036	81	81
1790219186037	69	69
1790219186038	57	57
1790219186039	79	79
1790219186040	63	63
1790219186041	85	85
1790219186042	60	60
1790219186043	78	79
1790219186044	115	115
1790219186045	735	772
1790219186046	109	109
1790219186047	81	81
1790219186048	88	88
1790219186049	63	63
1790219186050	77	77
1790219186051	68	68
1790219186052	55	55
1790219186053	56	56
1790219186054	57	57
1790219186055	132	132
1790219186056	59	59
1790219186057	50	50
1790219186058	58	58
1790219186059	189	189
1790219186060	79	83
1790219186061	90	90
1790219186062	81	81
1790219186063	135	135
1790219186064	68	68
1790219186065	39	39
1790219186066	75	75
1790219186067	59	59
1790219186068	59	59
1790219186069	58	58
1790219186070	101	101
1790219186071	72	72
1790219186072	56	56
1790219186073	51	51
1790219186074	58	58
1790219186075	61	61
1790219186076	61	61
1790219186077	95	119
1790219186078	63	63
1790219186079	78	78
1790219186080	94	94
1790219186081	47	48
1790219186082	71	71
1790219186083	119	119
1790219186084	54	55
1790219186085	78	78
1790219186086	59	59
1790219186087	65	65
1790219186088	54	54
1790219186089	73	73
1790219186090	55	55
1790219186091	47	47
1790219186092	58	58
1790219186093	57	57
1790219186094	46	46
1790219186095	169	169
1790219186096	158	158
1790219186097	141	191
1790219186098	179	179
1790219186099	87	99
1790219186100	90	91
1790219186101	105	105
1790219186102	133	133
1790219186103	76	76
1790219186104	259	259
1790219186105	75	75
1790219186106	47	47
1790219186107	65	65
1790219186108	102	102
1790219186109	58	58
1790219186110	40	40
1790219186111	61	61
1790219186112	63	63
1790219186113	83	83
1790219186114	132	132
1790219186115	94	94
1790219186116	66	66
1790219186117	67	67
1790219186118	48	48
1790219186119	62	62
1790219186120	63	63
1790219186121	93	93
1790219186122	46	46
1790219186123	35	35
1790219186124	69	69
1790219186125	75	75
1790219186126	76	76
1790219186127	54	54
1790219186128	39	39
1790219186129	79	79
1790219186130	88	88
1790219186131	70	70
1790219186132	87	87
1790219186133	66	66
1790219186134	67	67
1790219186135	74	74
1790219186136	96	96
1790219186137	85	85
1790219186138	60	60
1790219186139	136	137
1790219186140	72	79
1790219186141	158	194
1790219186142	99	99
1790219186143	76	76
1790219186144	80	80
1790219186145	87	87
1790219186146	103	103
1790219186147	77	77
1790219186148	64	64
1790219186149	63	63
1790219186150	57	57
1790219186151	49	49
1790219186152	68	68
1790219186153	772	822
1790219186154	124	124
1790219186155	82	82
1790219186156	169	169
1790219186157	80	80
1790219186158	107	107
1790219186159	73	73
1790219186160	52	52
1790219186161	79	79
1790219186162	98	98
1790219186163	84	84
1790219186164	67	67
1790219186165	107	107
1790219186166	74	74
1790219186167	60	60
1790219186168	75	75
1790219186169	86	86
1790219186170	74	74
1790219186171	64	64
1790219186172	91	91
1790219186173	107	107
1790219186174	83	83
1790219186175	76	76
1790219186176	60	60
1790219186177	93	214
1790219186178	62	62
1790219186179	420	420
1790219186180	94	94
1790219186181	88	88
1790219186182	308	308
1790219186183	147	176
1790219186184	83	83
1790219186185	77	77
1790219186186	119	119
1790219186187	77	506
1790219186188	109	109
1790219186189	1119	1119
1790219186190	111	365
1790219186191	140	140
1790219186192	104	104
1790219186193	99	99
1790219186194	68	68
1790219186195	91	91
1790219186196	129	129
1790219186197	102	102
1790219186198	72	72
1790219186199	117	117
1790219186200	65	136
1790219186201	1421	1421
1790219186202	82	701
1790219186203	72	72
1790219186204	79	79
1790219186205	126	126
1790219186206	120	120
1790219186207	356	356
1790219186208	163	163
1790219186209	100	100
1790219186210	99	99
1790219186211	243	243
1790219186212	118	118
1790219186213	76	76
1790219186214	54	54
1790219186215	615	615
1790219186216	74	74
1790219186217	103	103
1790219186218	72	72
1790219186219	1370	1370
1790219186220	259	790
1790219186221	65	65
1790219186222	80	80
1790219186223	127	234
1790219186224	452	452
1790219186225	366	366
1790219186228	161	2539
1790219186228	109	1814
1790219186228	149	1082
1790219186229	98	315
1790219186230	2351	2351
1790219186233	1327	3714
1790219186236	126	4326
1790219186238	176	6010
1790219186239	287	5415
1790219186239	90	4668
1790219186239	277	4267
1790219186240	95	3597
1790219186240	120	2869
1790219186240	128	2092
1790219186241	111	1273
1790219186241	94	438
1790219186242	121	121
1790219186243	174	174
1790219186244	52	52
1790219186245	413	413
1790219186246	165	165
1790219186247	417	417
1790219186248	1373	1373
1790219186249	296	787
1790219186250	1095	1095
1790219186251	108	1038
1790219186252	65	210
1790219186253	66	66
1790219186254	112	112
1790219186255	60	60
1790219186256	60	60
1790219186257	406	406
1790219186258	495	495
1790219186259	71	71
1790219186260	2360	2360
1790219186262	331	1862
1790219186263	94	1107
1790219186263	89	310
1790219186264	174	174
1790219186265	359	359
1790219186266	58	58
1790219186267	82	82
1790219186268	131	131
1790219186269	183	183
1790219186270	127	127
1790219186271	207	208
1790219186272	129	129
1790219186273	129	129
1790219186274	66	66
1790219186275	112	112
1790219186276	97	321
1790219186277	523	523
1790219186278	139	139
1790219186279	363	363
1790219186280	80	80
1790219186281	89	89
1790219186282	75	75
1790219186283	56	56
1790219186284	66	66
1790219186285	64	64
1790219186286	73	73
1790219186287	94	94
1790219186288	2041	2041
1790219186291	111	2534
1790219186291	150	1810
1790219186291	68	970
1790219186292	159	207
1790219186293	67	67
1790219186294	60	60
1790219186295	64	64
1790219186296	66	66
1790219186297	64	64
1790219186298	63	63
1790219186299	74	74
1790219186300	75	75
1790219186301	63	63
1790219186302	66	66
1790219186303	70	70
1790219186304	59	59
1790219186305	45	45
1790219186306	58	58
1790219186307	59	59
1790219186308	75	75
1790219186309	69	69
1790219186310	60	60
1790219186311	52	52
1790219186312	57	57
1790219186313	67	67
1790219186314	1303	1303
1790219186315	54	435
1790219186316	124	124
1790219186317	112	112
1790219186318	58	58
1790219186319	128	128
1790219186320	1409	1409
1790219186321	43	529
1790219186322	49	49
1790219186323	113	113
1790219186324	354	354
1790219186325	1420	1420
1790219186326	141	658
1790219186327	85	85
1790219186328	111	111
1790219186329	54	54
1790219186330	54	54
1790219186331	52	52
1790219186332	56	56
1790219186333	55	55
1790219186334	57	57
1790219186335	47	47
1790219186336	55	55
1790219186337	56	56
1790219186338	52	52
1790219186339	55	55
1790219186340	666	666
1790219186341	122	514
1790219186342	73	73
1790219186343	1407	1407
1790219186344	112	659
1790219186345	103	103
1790219186346	68	68
1790219186347	1356	1356
1790219186348	81	521
1790219186349	80	80
1790219186350	152	152
1790219186351	105	105
1790219186352	417	417
1790219186353	82	722
1790219186354	109	109
1790219186355	60	60
1790219186356	67	67
1790219186357	58	58
1790219186358	2361	2361
1790219186361	65	2481
1790219186361	48	1688
1790219186364	126	3550
1790219186364	118	2774
1790219186364	98	1987
1790219186365	69	1169
1790219186365	80	351
1790219186366	1355	1355
1790219186367	91	614
1790219186368	92	92
1790219186369	63	63
1790219186370	105	105
1790219186371	1461	1461
1790219186373	144	1498
1790219186373	154	744
1790219186374	365	365
1790219186375	2208	2208
1790219186377	72	1369
1790219186380	98	3524
1790219186380	66	2651
1790219186380	66	1847
1790219186380	57	973
1790219186381	70	112
1790219186382	1743	1743
1790219186385	109	2145
1790219186385	70	1353
1790219186385	167	602
1790219186386	108	108
1790219186387	163	163
1790219186388	56	56
1790219186389	60	60
1790219186390	61	61
1790219186391	65	65
1790219186392	80	80
1790219186393	66	66
1790219186394	77	77
1790219186395	62	62
1790219186396	438	438
1790219186397	95	495
1790219186398	381	381
1790219186399	354	354
1790219186400	1033	1033
1790219186401	83	205
1790219186402	183	183
1790219186403	1359	1359
1790219186404	95	540
1790219186405	68	68
1790219186406	286	286
1790219186407	89	89
1790219186408	208	208
1790219186409	76	76
1790219186410	73	73
1790219186411	70	70
1790219186412	71	71
1790219186413	69	69
1790219186414	2358	2358
1790219186416	67	1652
1790219186416	86	812
1790219186417	256	256
1790219186418	550	550
1790219186419	59	59
1790219186420	214	214
1790219186421	170	170
1790219186422	118	118
1790219186423	229	229
1790219186425	136	1358
1790219186425	183	673
1790219186426	159	159
1790219186427	261	261
1790219186428	156	156
1790219186429	1355	1355
1790219186430	48	477
1790219186431	354	354
1790219186432	232	232
1790219186433	93	93
1790219186434	106	106
1790219186435	245	245
1790219186436	112	112
1790219186437	125	125
1790219186438	78	79
1790219186439	77	77
1790219186440	354	354
1790219186441	46	46
1790219186442	1690	1690
1790219186443	567	1356
1790219186444	793	1232
1790219186445	55	355
1790219186446	314	314
1790219186447	327	327
1790219186448	352	352
1790219186449	352	352
1790219186450	308	308
1790219186451	94	94
1790219186452	102	102
1790219186453	286	286
1790219186454	2080	2080
1790219186458	231	3596
1790219186458	667	3383
1790219186461	120	4522
1790219186461	411	4053
1790219186462	76	3208
1790219186462	83	2396
1790219186462	65	1561
1790219186462	90	722
1790219186463	359	359
1790219186464	362	362
1790219186465	175	175
1790219186466	64	64
1790219186467	61	61
1790219186468	147	147
1790219186469	80	481
1790219186470	1356	1356
1790219186471	149	599
1790219186472	149	149
1790219186473	92	92
1790219186474	84	84
1790219186475	84	481
1790219186476	1674	1674
1790219186477	136	980
1790219186478	290	355
1790219186479	355	355
1790219186480	91	91
1790219186481	1046	1046
1790219186482	174	354
1790219186483	325	325
1790219186484	236	236
1790219186485	70	70
1790219186486	244	244
1790219186487	167	167
1790219186488	183	183
1790219186489	355	355
1790219186490	353	353
1790219186491	92	92
1790219186492	63	63
1790219186493	605	605
1790219186494	73	73
1790219186495	107	107
1790219186496	73	73
1790219186497	58	58
1790219186498	75	75
1790219186499	2365	2365
1790219186502	126	2547
1790219186502	75	1750
1790219186505	116	3570
1790219186505	61	2727
1790219186505	86	1926
1790219186505	227	1224
1790219186506	59	355
1790219186507	357	357
1790219186508	160	160
1790219186509	211	211
1790219186510	274	274
1790219186511	192	192
1790219186512	239	239
1790219186513	106	106
1790219186514	69	69
1790219186515	2358	2358
1790219186518	287	2715
1790219186518	91	1923
1790219186519	66	1070
1790219186519	138	299
1790219186520	187	187
1790219186521	130	130
1790219186522	73	73
1790219186523	549	549
1790219186524	127	531
1790219186525	174	174
1790219186526	145	145
1790219186527	185	185
1790219186528	83	83
1790219186529	109	109
1790219186530	106	106
1790219186531	289	289
1790219186532	142	142
1790219186533	370	370
1790219186534	359	359
1790219186535	99	99
1790219186536	290	290
1790219186537	74	74
1790219186538	356	356
1790219186539	157	157
1790219186540	77	77
1790219186541	82	82
1790219186542	60	60
1790219186543	55	55
1790219186544	61	61
1790219186545	51	51
1790219186546	49	49
1790219186547	67	67
1790219186548	85	85
1790219186549	63	63
1790219186550	300	300
1790219186553	97	2549
1790219186553	102	1745
1790219186553	76	901
1790219186554	128	128
1790219186555	61	61
1790219186556	1363	1363
1790219186557	144	609
1790219186558	155	155
1790219186559	2369	2369
1790219186562	281	2608
1790219186562	132	1901
1790219186563	74	1092
1790219186563	112	315
1790219186564	85	85
1790219186565	189	189
1790219186566	226	650
