id	select_type	table	partitions	type	possible_keys	key	key_len	ref	rows	filtered	Extra
1	SIMPLE	orders	NULL	index	idx_customer_created	idx_customer_created	9	NULL	99841	10.00	Using where; Using temporary; Using filesort
