orders	1225	2617856317490
order_items	3675	7872112443456
inventory	100	211065606619
operation_markers	1225	2640408332562
invariant_order_total_mismatch	0	0
invariant_inventory_mismatch	0	0
invariant_marker_gap	0	0
invariant_orphan_items	0	0
