binlog.000001	2996309	f362acab6a6e92603ba31917e837fa7db2ffef079568228bb563f7b5e3fa037a
binlog.000002	1477286	626c59d069bf0e3cf819a9a336a76631301d816035711722f8a7bb950d8a0929
binlog.000003	295442	29518fc0357d3986db1f1428218cff69dd1bb27d7308cefe5cc5e374f74faaae
binlog.000004	196085	0ee311be07f05ad9381729371c3ac04137999ac5a1f4ea1b2985b80a8fa086a6
binlog.000005	198	f7d4c944cb72e3c8df9b2767b604adac78b023919302d9e908c9dc5d22ad1069
