replica	utc	mono_ms	source_acked_seq	replica_seq	seq_gap	seconds_behind_source	io_service_state	sql_running	received_not_applied	applying_trx_age_ms
replica1	2026-09-23T18:12:28.972954635Z	37990	1149	1149	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:29.227284510Z	38245	1154	572	582	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:29.227705927Z	38245	1154	1154	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:29.480326802Z	38498	1158	1158	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:29.480419052Z	38498	1158	572	586	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:29.733347844Z	38751	1163	572	591	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:29.733598719Z	38751	1163	1163	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:29.991227594Z	39009	1168	1168	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:29.991227594Z	39009	1168	572	596	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:30.247543928Z	39265	1173	1173	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:30.248167636Z	39266	1173	572	601	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:30.502902844Z	39520	1178	572	606	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:30.503008594Z	39520	1178	1178	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:30.762927136Z	39780	1182	572	610	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:30.763181719Z	39781	1182	1182	0	0	ON	Yes	1	1
replica1	2026-09-23T18:12:31.017614386Z	40035	1187	1187	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:31.017614386Z	40035	1187	572	615	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:31.272666220Z	40290	1192	572	620	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:31.272616011Z	40290	1192	1192	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:31.527872845Z	40545	1197	572	625	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:31.528004428Z	40545	1197	1197	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:31.782724262Z	40800	1202	1202	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:31.783106803Z	40800	1202	572	630	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:32.040020512Z	41057	1207	1207	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:32.039982720Z	41057	1207	572	635	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:32.294981595Z	41312	1212	572	640	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:32.294987054Z	41312	1212	1212	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:32.552863095Z	41570	1216	1216	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:32.552923762Z	41570	1216	572	644	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:32.819071054Z	41836	1221	572	649	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:32.819212387Z	41837	1221	1221	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:33.073963512Z	42091	1226	1226	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:33.074089929Z	42091	1226	572	654	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:33.330083304Z	42347	1231	1231	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:33.330564471Z	42348	1231	572	659	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:33.586224096Z	42604	1236	1236	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:33.586593679Z	42604	1236	572	664	null	CONNECTING	Yes	0	0
replica2	2026-09-23T18:12:33.842961763Z	42860	1241	572	669	null	CONNECTING	Yes	0	0
replica1	2026-09-23T18:12:33.842887763Z	42860	1241	1241	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:34.095663971Z	43113	1246	1246	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:34.095675929Z	43113	1246	572	674	0	ON	Yes	0	0
replica1	2026-09-23T18:12:34.347841971Z	43365	1251	1251	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:34.348404096Z	43366	1251	1251	0	9	ON	Yes	0	0
replica1	2026-09-23T18:12:34.602186805Z	43620	1255	1255	0	0	ON	Yes	1	2
replica2	2026-09-23T18:12:34.602504721Z	43620	1255	1255	0	9	ON	Yes	1	0
replica2	2026-09-23T18:12:34.858317388Z	43876	1260	1260	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:34.858317346Z	43876	1260	1260	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:35.113301472Z	44131	1265	1265	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:35.113326513Z	44131	1265	1265	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:35.365991305Z	44383	1270	1270	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:35.366078097Z	44383	1270	1270	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:35.620455763Z	44638	1275	1275	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:35.620665722Z	44638	1275	1275	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:35.875226805Z	44893	1280	1280	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:35.875216264Z	44893	1280	1280	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:36.131216514Z	45149	1285	1285	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:36.131216597Z	45149	1285	1285	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:36.386334722Z	45404	1290	1290	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:36.386345139Z	45404	1290	1290	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:36.640878958Z	45658	1295	1295	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:36.640942541Z	45658	1295	1295	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:36.895767791Z	45913	1300	1300	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:36.895822083Z	45913	1300	1300	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:37.149928667Z	46167	1305	1305	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:37.150006833Z	46167	1305	1305	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:37.402646167Z	46420	1310	1310	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:37.402614333Z	46420	1310	1310	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:37.655944417Z	46673	1314	1314	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:37.656017Z	46673	1314	1314	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:37.910976375Z	46928	1319	1319	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:37.911053667Z	46928	1319	1319	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:38.166893292Z	47184	1324	1324	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:38.166886917Z	47184	1324	1324	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:38.420368084Z	47438	1329	1329	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:38.420512875Z	47438	1329	1329	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:38.675422001Z	47693	1334	1334	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:38.675456876Z	47693	1334	1334	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:38.930600751Z	47948	1339	1339	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:38.930600709Z	47948	1339	1339	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:39.185245376Z	48203	1344	1344	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:39.185272042Z	48203	1344	1344	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:39.437595709Z	48455	1349	1349	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:39.437595751Z	48455	1349	1349	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:39.692069793Z	48710	1353	1353	0	0	ON	Yes	1	1
replica2	2026-09-23T18:12:39.692549668Z	48710	1353	1353	0	0	ON	Yes	1	1
replica2	2026-09-23T18:12:39.948152668Z	48966	1358	1358	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:39.948152626Z	48966	1358	1358	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:40.203961918Z	49221	1363	1363	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:40.203989585Z	49221	1363	1363	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:40.458615543Z	49476	1368	1368	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:40.458630376Z	49476	1368	1368	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:40.713898668Z	49731	1373	1373	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:40.713901210Z	49731	1373	1373	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:40.969564835Z	49987	1378	1378	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:40.969841918Z	49987	1378	1378	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:41.223901210Z	50241	1383	1383	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:41.223949335Z	50241	1383	1383	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:41.476584669Z	50494	1388	1388	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:41.476584710Z	50494	1388	1388	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:41.731062960Z	50748	1392	1393	-1	0	ON	Yes	0	0
replica2	2026-09-23T18:12:41.731839710Z	50749	1392	1393	-1	0	ON	Yes	0	0
replica1	2026-09-23T18:12:41.985099377Z	51002	1397	1397	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:41.985099377Z	51002	1397	1397	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:42.249952461Z	51267	1402	1402	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:42.250908419Z	51268	1402	1402	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:42.506699544Z	51524	1407	1407	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:42.506732211Z	51524	1407	1407	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:42.761419669Z	51779	1412	1412	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:42.761399169Z	51779	1412	1412	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:43.018039669Z	52035	1417	1417	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:43.018036503Z	52035	1417	1417	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:43.270920336Z	52288	1422	1422	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:43.271019961Z	52288	1422	1422	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:43.524675253Z	52542	1427	1427	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:43.524675295Z	52542	1427	1427	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:43.778929128Z	52796	1431	1432	-1	0	ON	Yes	0	0
replica1	2026-09-23T18:12:43.780659461Z	52798	1431	1432	-1	0	ON	Yes	0	0
replica1	2026-09-23T18:12:44.037119253Z	53055	1436	1436	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:44.037886795Z	53055	1436	1436	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:44.292168128Z	53310	1441	1441	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:44.292351878Z	53310	1441	1441	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:44.547207128Z	53565	1446	1446	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:44.547207087Z	53565	1446	1446	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:44.802597712Z	53820	1451	1451	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:44.802631670Z	53820	1451	1451	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:45.058225420Z	54076	1456	1456	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:45.058236587Z	54076	1456	1456	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:45.310713295Z	54328	1461	1461	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:45.310711962Z	54328	1461	1461	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:45.564136629Z	54582	1466	1466	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:45.564282837Z	54582	1466	1466	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:45.818538837Z	54836	1471	1471	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:45.818504962Z	54836	1471	1471	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:46.074308087Z	55092	1475	1475	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:46.074331921Z	55092	1475	1475	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:46.329486879Z	55347	1480	1480	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:46.329492338Z	55347	1480	1480	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:46.584611129Z	55602	1485	1485	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:46.585049504Z	55602	1485	1485	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:46.840175754Z	55858	1490	1490	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:46.840498754Z	55858	1490	1490	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:47.095360213Z	56113	1495	1495	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:47.095442838Z	56113	1495	1495	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:47.347841671Z	56365	1500	1500	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:47.348247963Z	56366	1500	1500	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:47.602470671Z	56620	1505	1505	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:47.602454005Z	56620	1505	1505	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:47.857121838Z	56875	1510	1510	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:47.857160297Z	56875	1510	1510	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:48.111980880Z	57129	1514	1514	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:48.111981380Z	57129	1514	1514	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:48.367232589Z	57385	1519	1519	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:48.367227964Z	57385	1519	1519	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:48.622476589Z	57640	1524	1524	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:48.622476630Z	57640	1524	1524	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:48.878258630Z	57896	1529	1529	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:48.878214172Z	57896	1529	1529	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:49.132962631Z	58150	1534	1534	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:49.132943256Z	58150	1534	1534	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:49.385319506Z	58403	1539	1539	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:49.385316631Z	58403	1539	1539	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:49.638240464Z	58656	1544	1544	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:49.638394172Z	58656	1544	1544	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:49.893496548Z	58911	1548	1548	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:49.893902256Z	58911	1548	1548	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:50.149089173Z	59166	1553	1553	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:50.149097548Z	59166	1553	1553	0	1	ON	Yes	0	0
replica2	2026-09-23T18:12:50.404081923Z	59421	1558	1558	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:50.404387548Z	59422	1558	1558	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:50.659531048Z	59677	1563	1563	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:50.659503798Z	59677	1563	1563	0	0	ON	Yes	0	0
replica1	2026-09-23T18:12:50.914627715Z	59932	1568	1568	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:50.915170131Z	59933	1568	1568	0	0	ON	Yes	0	0
replica2	2026-09-23T18:12:51.169804382Z	60187	1573	1573	0	1	ON	Yes	0	0
replica1	2026-09-23T18:12:51.169804423Z	60187	1573	1573	0	1	ON	Yes	0	0
