id	select_type	table	partitions	type	possible_keys	key	key_len	ref	rows	filtered	Extra
1	SIMPLE	orders	NULL	ref	idx_customer_created,idx_status_customer	idx_status_customer	66	const	47252	100.00	Using index; Using temporary; Using filesort
