event	utc	mono_ms	target	seq	request_id	detail
client_ack	2026-09-23T18:13:13.336548753Z	4075	source	176	async-partition-176	
client_ack	2026-09-23T18:13:13.363951044Z	4103	source	177	async-partition-177	
client_ack	2026-09-23T18:13:13.390916628Z	4130	source	178	async-partition-178	
client_ack	2026-09-23T18:13:13.417465211Z	4156	source	179	async-partition-179	
client_ack	2026-09-23T18:13:13.444091045Z	4183	source	180	async-partition-180	
client_ack	2026-09-23T18:13:13.471853670Z	4211	source	181	async-partition-181	
client_ack	2026-09-23T18:13:13.500089878Z	4239	source	182	async-partition-182	
client_ack	2026-09-23T18:13:13.524368045Z	4263	source	183	async-partition-183	
client_ack	2026-09-23T18:13:13.547978045Z	4287	source	184	async-partition-184	
client_ack	2026-09-23T18:13:13.576811378Z	4316	source	185	async-partition-185	
client_ack	2026-09-23T18:13:13.603561170Z	4342	source	186	async-partition-186	
client_ack	2026-09-23T18:13:13.633830961Z	4373	source	187	async-partition-187	
client_ack	2026-09-23T18:13:13.663438420Z	4402	source	188	async-partition-188	
client_ack	2026-09-23T18:13:13.690273920Z	4429	source	189	async-partition-189	
client_ack	2026-09-23T18:13:13.717656461Z	4456	source	190	async-partition-190	
client_ack	2026-09-23T18:13:13.741887753Z	4481	source	191	async-partition-191	
client_ack	2026-09-23T18:13:13.768831086Z	4508	source	192	async-partition-192	
client_ack	2026-09-23T18:13:13.792720003Z	4532	source	193	async-partition-193	
client_ack	2026-09-23T18:13:13.816919586Z	4556	source	194	async-partition-194	
client_ack	2026-09-23T18:13:13.841059628Z	4580	source	195	async-partition-195	
client_ack	2026-09-23T18:13:13.868215086Z	4607	source	196	async-partition-196	
client_ack	2026-09-23T18:13:13.894025420Z	4633	source	197	async-partition-197	
client_ack	2026-09-23T18:13:13.920416045Z	4659	source	198	async-partition-198	
client_ack	2026-09-23T18:13:13.944516128Z	4683	source	199	async-partition-199	
client_ack	2026-09-23T18:13:13.970458920Z	4709	source	200	async-partition-200	
client_ack	2026-09-23T18:13:13.997479753Z	4736	source	201	async-partition-201	
client_ack	2026-09-23T18:13:14.028141961Z	4767	source	202	async-partition-202	
client_ack	2026-09-23T18:13:14.052595586Z	4791	source	203	async-partition-203	
client_ack	2026-09-23T18:13:14.076130753Z	4815	source	204	async-partition-204	
client_ack	2026-09-23T18:13:14.103942128Z	4843	source	205	async-partition-205	
client_ack	2026-09-23T18:13:14.130245420Z	4869	source	206	async-partition-206	
client_ack	2026-09-23T18:13:14.153740628Z	4893	source	207	async-partition-207	
client_ack	2026-09-23T18:13:14.181797170Z	4921	source	208	async-partition-208	
client_ack	2026-09-23T18:13:14.206963337Z	4946	source	209	async-partition-209	
client_ack	2026-09-23T18:13:14.236787462Z	4976	source	210	async-partition-210	
client_ack	2026-09-23T18:13:14.263678962Z	5002	source	211	async-partition-211	
client_ack	2026-09-23T18:13:14.289280670Z	5028	source	212	async-partition-212	
client_ack	2026-09-23T18:13:14.315539878Z	5054	source	213	async-partition-213	
client_ack	2026-09-23T18:13:14.342245628Z	5081	source	214	async-partition-214	
client_ack	2026-09-23T18:13:14.367444420Z	5106	source	215	async-partition-215	
client_ack	2026-09-23T18:13:14.394036503Z	5133	source	216	async-partition-216	
client_ack	2026-09-23T18:13:14.420438795Z	5159	source	217	async-partition-217	
client_ack	2026-09-23T18:13:14.449969337Z	5189	source	218	async-partition-218	
client_ack	2026-09-23T18:13:14.473051212Z	5212	source	219	async-partition-219	
client_ack	2026-09-23T18:13:14.495402420Z	5234	source	220	async-partition-220	
client_ack	2026-09-23T18:13:14.517385337Z	5256	source	221	async-partition-221	
client_ack	2026-09-23T18:13:14.540533253Z	5279	source	222	async-partition-222	
client_ack	2026-09-23T18:13:14.563532378Z	5302	source	223	async-partition-223	
client_ack	2026-09-23T18:13:14.587612128Z	5326	source	224	async-partition-224	
client_ack	2026-09-23T18:13:14.609644337Z	5348	source	225	async-partition-225	
client_ack	2026-09-23T18:13:14.631625545Z	5370	source	226	async-partition-226	
client_ack	2026-09-23T18:13:14.653377378Z	5392	source	227	async-partition-227	
