event	utc	mono_ms	target	seq	request_id	detail
client_ack	2026-09-23T18:14:40.479306793Z	18391	replica1	358	semisync-applier-paused-358	
client_ack	2026-09-23T18:14:40.501379501Z	18413	replica1	359	semisync-applier-paused-359	
client_ack	2026-09-23T18:14:40.524135085Z	18436	replica1	360	semisync-applier-paused-360	
client_ack	2026-09-23T18:14:40.546231835Z	18458	replica1	361	semisync-applier-paused-361	
client_ack	2026-09-23T18:14:40.568526126Z	18480	replica1	362	semisync-applier-paused-362	
client_ack	2026-09-23T18:14:40.590216876Z	18502	replica1	363	semisync-applier-paused-363	
client_ack	2026-09-23T18:14:40.612686960Z	18524	replica1	364	semisync-applier-paused-364	
client_ack	2026-09-23T18:14:40.637568376Z	18549	replica1	365	semisync-applier-paused-365	
client_ack	2026-09-23T18:14:40.661318293Z	18573	replica1	366	semisync-applier-paused-366	
client_ack	2026-09-23T18:14:40.683670335Z	18595	replica1	367	semisync-applier-paused-367	
client_ack	2026-09-23T18:14:40.706588085Z	18618	replica1	368	semisync-applier-paused-368	
client_ack	2026-09-23T18:14:40.729209460Z	18641	replica1	369	semisync-applier-paused-369	
client_ack	2026-09-23T18:14:40.751669877Z	18663	replica1	370	semisync-applier-paused-370	
client_ack	2026-09-23T18:14:40.774290793Z	18686	replica1	371	semisync-applier-paused-371	
client_ack	2026-09-23T18:14:40.797548210Z	18709	replica1	372	semisync-applier-paused-372	
client_ack	2026-09-23T18:14:40.820960043Z	18733	replica1	373	semisync-applier-paused-373	
client_ack	2026-09-23T18:14:40.844182210Z	18756	replica1	374	semisync-applier-paused-374	
client_ack	2026-09-23T18:14:40.866682002Z	18778	replica1	375	semisync-applier-paused-375	
client_ack	2026-09-23T18:14:40.889203002Z	18801	replica1	376	semisync-applier-paused-376	
client_ack	2026-09-23T18:14:40.911728960Z	18823	replica1	377	semisync-applier-paused-377	
client_ack	2026-09-23T18:14:40.934669627Z	18846	replica1	378	semisync-applier-paused-378	
client_ack	2026-09-23T18:14:40.957122377Z	18869	replica1	379	semisync-applier-paused-379	
client_ack	2026-09-23T18:14:40.979164293Z	18891	replica1	380	semisync-applier-paused-380	
client_ack	2026-09-23T18:14:41.001970210Z	18914	replica1	381	semisync-applier-paused-381	
client_ack	2026-09-23T18:14:41.024051710Z	18936	replica1	382	semisync-applier-paused-382	
client_ack	2026-09-23T18:14:41.046606252Z	18958	replica1	383	semisync-applier-paused-383	
client_ack	2026-09-23T18:14:41.069667002Z	18981	replica1	384	semisync-applier-paused-384	
client_ack	2026-09-23T18:14:41.091737627Z	19003	replica1	385	semisync-applier-paused-385	
client_ack	2026-09-23T18:14:41.113805168Z	19025	replica1	386	semisync-applier-paused-386	
client_ack	2026-09-23T18:14:41.136399793Z	19048	replica1	387	semisync-applier-paused-387	
client_ack	2026-09-23T18:14:41.159597002Z	19071	replica1	388	semisync-applier-paused-388	
client_ack	2026-09-23T18:14:41.182125168Z	19094	replica1	389	semisync-applier-paused-389	
client_ack	2026-09-23T18:14:41.205464043Z	19117	replica1	390	semisync-applier-paused-390	
client_ack	2026-09-23T18:14:41.227880168Z	19140	replica1	391	semisync-applier-paused-391	
workload_stopped	2026-09-23T18:14:41.248478460Z	19160	replica1	391		
