partition_started	2026-09-23T18:13:11.828+00:00	
partition	2026-09-23T18:13:12.086+00:00	replica1、replica2 与 source 的复制网络断开，客户端仍连着 source
fault_injected	2026-09-23T18:13:15.363+00:00	SIGKILL source
detected	2026-09-23T18:13:21.975+00:00	连续 3 次探测失败（间隔 1 秒）
promotion_started	2026-09-23T18:13:22.189+00:00	candidate=replica1
relay_log_applied	2026-09-23T18:13:22.386+00:00	candidate=replica1
promotion_done	2026-09-23T18:13:22.588+00:00	candidate=replica1 executed=6826a1ac-b77a-11f1-a3ab-7e6c6ff74611:1-124
routing_changed	2026-09-23T18:13:22.793+00:00	target=replica1
verification_data_exported	2026-09-23T18:13:26.599+00:00	new_source=replica1
